"","NAME","WEB_URL","ADDRESS","�..X","Y","OBJECTID","RELIGION","XCOORD","YCOORD","PLACE_OF_WORSHIP","Is_Place_Of_Worship","GIS_ID","ADDRID","denomination","manual_lookup"
"120","CLEVELAND PARK CONGREGATIONAL","CPCCHURCH.ORG","3400 LOWELL ST NW",-77.0666843797538,38.932322002149,427,"CHRISTIAN",394218.36,140494.56,"CHURCHES",1,"",NA,"",""
"121","Community Holiness Church","","305 K STREET NE",-77.0017377928772,38.9022484108523,693,"CHRISTIAN",399849.46,137154.03,"CHURCHES",1,"pow_893",41326,"",""
"122","COMMUNITY OF HOPE CHURCH OF THE NAZARENE","COMMOFHOPENAZ.ORG","905 ALABAMA AVE SE",-76.9928898131011,38.8436627822049,470,"CHRISTIAN",400617.45,130650.61,"CHURCHES",1,"",NA,"COMMUNITY","COMMUNITY"
"123","COMMUNITY UNITED METHODIST CHURCH","SITES.GOOGLE.COM/SITE/COMMUNITYUMC2/","1600 LEVIS ST NE",-76.9815334356244,38.9044051863737,53,"CHRISTIAN",401601.96,137393.61,"CHURCHES",1,"",NA,"METHODIST",NA
"124","CONCORD BAPTIST CHURCH","","3108 17TH ST NE",-76.9811615648784,38.9295306279123,318,"CHRISTIAN",401633.64,140182.75,"CHURCHES",1,"",NA,"BAPTIST",NA
"125","CONTEE AME ZION CHURCH","CONTEEAMEZ.ORG","903 DIVISION AVE NE",-76.9239463429293,38.9019909841123,347,"CHRISTIAN",406597.2,137128.2,"CHURCHES",1,"",NA,"METHODIST",NA
"126","Cosmic Church","","113 2ND STREET NE",-77.0033254608947,38.8913968093777,687,"CHRISTIAN",399711.7,135949.42,"CHURCHES",1,"pow_787",285880,"",""
"127","COVENANT BAPTIST CHURCH","COVENANTDC.ORG","3845 S CAPITOL ST SW",-77.0086635862451,38.8340181361779,521,"CHRISTIAN",399247.99,129580,"CHURCHES",1,"",NA,"BAPTIST",NA
"128","CRUSADERS BAPTIST CHURCH","CRUSADERSBAPTISTCHURCH.ORG","800 I ST NE",-76.9947314819699,38.9014998907825,56,"CHRISTIAN",400457.2,137070.95,"CHURCHES",1,"",NA,"BAPTIST",NA
"129","Daughter Of Zion Baptist","","2964 MILLS AVENUE NE",-76.9746977679299,38.9292863631428,688,"CHRISTIAN",402194.11,140155.77,"CHURCHES",1,"pow_791",42596,"BAPTIST",NA
"130","DC SPANISH SEVENTH-DAY ADVENTIST","DCSPANISHDC.ADVENTISTCHURCH.ORG","1610 COLUMBIA RD NW",-77.0370034882966,38.9258840092208,139,"CHRISTIAN",396874.22,139902.78,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"131","Deanwood Seventh-Day Adventist Fellowship","","4417 SHERIFF ROAD NE",-76.9382331559674,38.9025477496958,640,"CHRISTIAN",405357.9,137189.07,"CHURCHES",1,"pow_481",21764,"SEVENTH DAY ADVENTIST",NA
"132","DEBRE HAIL KEDUS GABRIEL","KEDUSGABRIEL.ORG","4100 ILLINOIS AVE NW",-77.0184524117422,38.9412232842302,493,"CHRISTIAN",398400.49,141480.73,"CHURCHES",1,"",NA,"",""
"133","DEBRE MEHERET ST MICHAEL'S","","3010 EARL PL NE",-76.9621092990539,38.9287186793412,339,"CHRISTIAN",403285.66,140093.13,"CHURCHES",1,"",NA,"",""
"134","DEEPER LIFE BIBLE CHURCH","DEEPERLIFEDC.ORG","4915 SARGENT RD NE",-76.9888398152021,38.9490434896679,367,"CHRISTIAN",400967.61,142348.74,"CHURCHES",1,"",NA,"BIBLE","BIBLE"
"135","DELAWARE AVE BAPTIST CHURCH","DABAPTISTCHURCH.ORG","1301 V ST SE",-76.9872889846758,38.8650871485159,205,"CHRISTIAN",401103.34,133028.92,"CHURCHES",1,"",NA,"BAPTIST",NA
"136","DISTRICT CHURCH","DISTRICTCHURCH.ORG","1616 7TH ST NW",-77.022203819072,38.9117242678835,5,"CHRISTIAN",398074.47,138206.16,"CHURCHES",1,"",NA,"",""
"137","DIVINE LOVE BAPTIST CHURCH","DIVINELOVEBC.ORG","4303 SHERIFF RD NE",-76.9401893570135,38.9026535347279,293,"CHRISTIAN",405188.21,137200.7,"CHURCHES",1,"",NA,"BAPTIST",NA
"138","DIVINE MISSION CHURCH","DIVINEMISSIONCHURCH.COM","1 51ST ST SE",-76.9280107617455,38.8885867615548,177,"CHRISTIAN",406245.82,135639.94,"CHURCHES",1,"",NA,"",""
"139","DIVINE WORD HOUSE","","832 VARNUM ST NE",-76.9940052321489,38.9421709083094,207,"CHRISTIAN",400519.9,141585.78,"CHURCHES",1,"",NA,"",""
"140","DOMINION CHURCH OF WASHINGTON DC","","5335 1ST PL NE",-77.0042305465565,38.9555282800261,581,"CHRISTIAN",399633.51,143068.56,"CHURCHES",1,"",NA,"",""
"141","DOUGLAS MEMORIAL UNITED MTHDST","","800 11TH ST NE",-76.9917903530788,38.9004448423661,62,"CHRISTIAN",400712.33,136953.85,"CHURCHES",1,"",NA,"METHODIST",NA
"142","DUMBARTON UNITED METHODIST CHR","DUMBARTONUMC.ORG","3133 DUMBARTON ST NW",-77.0625255777355,38.907899747464,197,"CHRISTIAN",394577.09,137783.23,"CHURCHES",1,"",NA,"METHODIST",NA
"143","DUPONT PARK SEVENTH-DAY ADVENTIST CHURCH","DUPONTPARK.ORG","3985 MASSACHUSETTS AVE SE",-76.9470432816641,38.8716944023608,252,"CHRISTIAN",404595.69,133763.63,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"144","EAST CAPITOL CHURCH OF CHRIST","EASTCAPITOLSTCOC,ORG","5026 E CAPITOL ST NE",-76.928882980914,38.8900700752114,254,"CHRISTIAN",406170.02,135804.54,"CHURCHES",1,"",NA,"",""
"145","EAST FRIENDSHIP BAPTIST CHURCH","EFBCHURCH.ORG","4401 BROOKS ST NE",-76.9389001162485,38.8932252526496,280,"CHRISTIAN",405300.74,136154.16,"CHURCHES",1,"",NA,"BAPTIST",NA
"146","EAST WASHINGTON HEIGHTS BAPTIST CHURCH","EWHBC.ORG","2220 BRANCH AVE SE",-76.9586212653167,38.8626070678582,372,"CHRISTIAN",403591.43,132754.35,"CHURCHES",1,"",NA,"BAPTIST",NA
"147","EBENEZER BAPTIST CHURCH","","46 Q STREET NORTHWEST",-77.0111590160844,38.910897455809,769,"CHRISTIAN",399032.375,138114.203125,"CHURCHES",1,"",NA,"BAPTIST",NA
"148","Ebenezer United Methodist","","420 D STREET SE",-76.9997146015138,38.8844586024883,689,"CHRISTIAN",400024.96,135179.22,"CHURCHES",1,"pow_802",25691,"UNITED METHODIST","UNITED METHODIST"
"149","EBENEZER UNITED METHODIST CHR","EBENEZERUMCCAPITOLHILL.SHUTTERFLY.COM","400 D ST SE",-77.0003356054372,38.8844719347537,105,"CHRISTIAN",399971.08,135180.7,"CHURCHES",1,"",NA,"METHODIST",NA
"150","EDGEWOOD BAPTIST CHURCH","EDGEWOODBAPTISTCHURCHDC.ORG","3408 C ST SE",-76.9569745346586,38.8862823536915,240,"CHRISTIAN",403733.11,135382.55,"CHURCHES",1,"",NA,"BAPTIST",NA
"151","EMMANUEL BAPTIST CHURCH","EMMANUELBAPTISTDC.ORG","2409 AINGER PL SE",-76.9718569588997,38.8565659052793,358,"CHRISTIAN",402442.92,132083.3,"CHURCHES",1,"",NA,"BAPTIST",NA
"152","EMORY UNITED METHODIST CHURCH","EMORYFELLOWSHIP.ORG","6120 GEORGIA AVE NW",-77.0281276130468,38.96458601994,492,"CHRISTIAN",397562.51,144074.42,"CHURCHES",1,"",NA,"METHODIST",NA
"153","ENON BAPTIST CHURCH","ENONBAPTISTDC.ORG","505 L STREET NORTHEAST",-76.9990668051861,38.9035249221059,768,"CHRISTIAN",400081.15625,137295.734375,"CHURCHES",1,"",NA,"BAPTIST",NA
"154","EPIPHANY CATHOLIC CHURCH","GEORGETOWNEPIPHANY.ORG","2712 DUMBARTON ST NW",-77.0564383725111,38.9074770218995,196,"CHRISTIAN",395105.03,137735.96,"CHURCHES",1,"",NA,"CATHOLIC",NA
"155","EPISCOPAL CHURCH OF THE ATONEMENT","ATONEMENTEPISCOPALCHURCH.ORG","5073 E CAPITOL ST SE",-76.9273472976502,38.8893861148189,369,"CHRISTIAN",406303.31,135728.72,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"156","EPISCOPAL HERITAGE CHURCH","","2727 O ST NW",-77.0566823806243,38.9086953730422,553,"CHRISTIAN",395083.95,137871.22,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"157","ERITREAN EVANGELICAL CHURCH","ERITREANCHURCHDC.COM","4401 16TH ST NW",-77.03599451354,38.9444210147749,429,"CHRISTIAN",396879.84,141836.16,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"158","Ethiopian Orthodox Tewhahedo","<Null>","1350 BUCHANAN STREET NW",-77.0318516959629,38.9459666875565,660,"CHRISTIAN",397239.04,142007.61,"CHURCHES",1,"pow_307",259641,"EASTERN ORTHODOX",NA
"159","Evangel Missionary Baptist Church","<Null>","3200 22ND STREET NE",-76.9744974478536,38.9305569418927,614,"CHRISTIAN",402211.44,140296.82,"CHURCHES",1,"pow_146",39025,"BAPTIST",NA
"160","EVANGELICAL CHURCH LA PENA","","24 KENNEDY ST NW",-77.0108435373559,38.956265990906,430,"CHRISTIAN",399060.33,143150.5,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"161","Evangelical Missionary Baptist Church","","2026 JACKSON STREET NE",-76.9744847143425,38.9303661431032,690,"CHRISTIAN",402212.55,140275.64,"CHURCHES",1,"pow_808",52405,"BAPTIST",NA
"162","EVANGLICAL CHURCH APOSTLES","","1409 MANCHESTER LN NW",-77.0337350745174,38.9600121264162,431,"CHRISTIAN",397076.35,143566.84,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"163","EVERGREEN BAPTIST CHURCH","","325 55TH ST NE",-76.9215264306575,38.8939904044007,370,"CHRISTIAN",406807.87,136240.25,"CHURCHES",1,"",NA,"BAPTIST",NA
"164","FABRANGEN","FABRANGEN.ORG","7750 16TH ST NW",-77.0368895832447,38.9852899968196,476,"JEWISH",396804.08,146373.03,"SYNAGOGUES",1,"",NA,NA,NA
"165","FAITH & HOPE FULL GOSPEL CHR","","90 P ST NW",-77.0119747500957,38.9094621476888,9,"CHRISTIAN",398961.6,137954.88,"CHURCHES",1,"",NA,"BAPTIST",NA
"166","Faith Assembly Of Christ","FAITHASSEMBLYOFCHRIST.COM","4821 GEORGIA AVENUE NW",-77.0267284169142,38.9491496060257,642,"CHRISTIAN",397683.27,142360.8,"CHURCHES",1,"pow_208",284969,"",""
"167","FAITH BIBLE CHURCH","","4625 G ST SE",-76.9347492419306,38.8805828945535,302,"CHRISTIAN",405661.84,134751.01,"CHURCHES",1,"",NA,"",""
"168","Faith Deliverance Center","","807 ROCK CREEK CHURCH ROAD NW",-77.0235103417716,38.9367028242702,696,"CHRISTIAN",397961.87,140979.02,"CHURCHES",1,"pow_812",228318,"",""
"169","FAITH FULL GOSPEL DELIVERANCE CHURCH OF GOD","","125 MISSOURI AVE NW",-77.0127503001501,38.9562322877336,446,"CHRISTIAN",398895.06,143146.78,"CHURCHES",1,"",NA,"BAPTIST",NA
"170","FAITH MISSION TEMPLE","FAITHMISSIONTEMPLE.ORG","102 KENNEDY ST NW",-77.0119892134798,38.9564008228278,442,"CHRISTIAN",398961.03,143165.48,"CHURCHES",1,"",NA,"",""
"171","FAITH MORAVIAN CHR-THE NATIONS","FAITHMORAVIANCHURCH.ORG","405 RIGGS RD NE",-77.0006330543486,38.958895823974,443,"CHRISTIAN",399945.33,143442.38,"CHURCHES",1,"",NA,"",""
"172","FAITH PRESBYTERIAN CHURCH","","4161 S CAPITOL ST SW",-77.0083616472449,38.8295368076974,518,"CHRISTIAN",399274.16,129082.54,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"173","FAITH SHEPARD BAPTIST CHURCH","","3233 E ST SE",-76.9600235769487,38.882651526064,303,"CHRISTIAN",403468.75,134979.38,"CHURCHES",1,"",NA,"BAPTIST",NA
"174","FAITH TABERNACLE OF PRAYER","FAITHTABERNACLEOFPRAYER.ORG","2465 ALABAMA AVE SE",-76.9696934042143,38.8546478293983,290,"CHRISTIAN",402630.78,131870.44,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"175","Faith Tabernacle United Holy Church","http://faithtabernacledc.org/","300 A STREET NE",-77.0017988445532,38.8911477613415,666,"CHRISTIAN",399844.14,135921.77,"CHURCHES",1,"pow_689",42712,"EVANGELICAL",NA
"176","FAITH UNITED CHURCH OF CHRIST","FAITHUNITEDDC.COM","4900 10TH ST NE",-76.9929560685375,38.948557182885,287,"CHRISTIAN",400610.8,142294.72,"CHURCHES",1,"",NA,"PROTESTANT - UNITED CHURCH",NA
"177","FELLOWSHIP BAPTIST CHURCH","FELLOWSHIPBAPTISTCHURCH.ORG","5605 COLORADO AVE NW",-77.031649079209,38.9575433651264,463,"CHRISTIAN",397257.05,143292.72,"CHURCHES",1,"",NA,"BAPTIST",NA
"178","FIFTEENTH ST PRESBYTERIAN CHR","<Null>","1701 15TH ST NW",-77.0341819173721,38.9128190438441,162,"CHRISTIAN",397035.66,138328.01,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"179","FIFTH CHURCH OF CHRIST SCIENTIST","CSGEORGETOWN.COM","1238 31ST ST NW",-77.0614546537876,38.9062170152375,188,"CHRISTIAN",394669.85,137596.37,"CHURCHES",1,"",NA,"CHRISTIAN SCIENCE","CHRISTIAN SCIENCE"
"180","FIRST BAPTIST CHR-MARSHALL HTS","","4934 B ST SE",-76.9305856337404,38.8868099752775,334,"CHRISTIAN",406022.58,135442.53,"CHURCHES",1,"",NA,"BAPTIST",NA
"181","FIRST BAPTIST CHR OF DEANWOOD","THEFIRSTBAPTISTCHURCHOFDEANWOOD.ORG","1008 45TH ST NE",-76.9380165102728,38.9031050721391,333,"CHRISTIAN",405376.65,137250.95,"CHURCHES",1,"",NA,"BAPTIST",NA
"182","FIRST BAPTIST CHR/GEORGETOWN","FBCGT.ORG","2624 DUMBARTON ST NW",-77.0556561757961,38.90757117406,190,"CHRISTIAN",395172.88,137746.37,"CHURCHES",1,"",NA,"BAPTIST",NA
"183","FIRST BAPTIST CHURCH","1FBC.ORG","712 RANDOLPH ST NW",-77.0222933490101,38.9384616626762,464,"CHRISTIAN",398067.43,141174.24,"CHURCHES",1,"",NA,"BAPTIST",NA
"184","FIRST BAPTIST CHURCH OF WASHINGTON DISTRICT OF COLUMBIA","FIRSTBAPTISTDC.ORG","1328 16TH STREET NORTHWEST",-77.037190801097,38.9084461594184,770,"CHRISTIAN",396774.5,137842.6875,"CHURCHES",1,"",NA,"BAPTIST",NA
"185","FIRST BAPTIST CHURCH/SOUTHEAST","FBC-DC.ORG","3440 MINNESOTA AVE SE",-76.9565153370677,38.8857191596675,335,"CHRISTIAN",403772.98,135320.05,"CHURCHES",1,"",NA,"BAPTIST",NA
"186","FIRST CHRIST APOSTOLIC CHURCH","","2130 24TH PL NE",-76.9720489885745,38.9201936624028,258,"CHRISTIAN",402424.09,139146.47,"CHURCHES",1,"",NA,"PENTACOST",NA
"187","FIRST CHURCH 7TH DAY ADVENTIST","FIRSTSDACHURCH.ORG","810 SHEPHERD ST NW",-77.0236049474305,38.9395675337518,465,"CHRISTIAN",397953.75,141297.03,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"188","FIRST CHURCH OF WASHINGTON DC","FIRSTCHURCHWASH.ORG","1219 HAMLIN ST NE",-76.9894296289785,38.9274471443233,292,"CHRISTIAN",400916.76,139951.35,"CHURCHES",1,"",NA,"",""
"189","FIRST CONGREGATIONAL UCC","FIRSTUCCDC.ORG","945 G ST NW",-77.0255683039355,38.8985507565417,23,"CHRISTIAN",397782.26,136743.87,"CHURCHES",1,"",NA,"PROTESTANT - UNITED CHURCH",NA
"190","First Genesis Baptist","","1527 12TH STREET NW",-77.0278498151414,38.9109833834814,621,"CHRISTIAN",397584.77,138124.05,"CHURCHES",1,"pow_389",225725,"BAPTIST",NA
"191","First Hijra Foundation","FIRSTHIJRAHFOUNDATION.COM","4324 GEORGIA AVENUE NW",-77.0262410643201,38.9436435837178,694,"CHRISTIAN",397725.34,141749.57,"CHURCHES",1,"pow_899",252611,"",""
"192","FIRST JERICHO BAPTIST CHURCH","FIRSTJERICHOBAPTISTCHURCH.ORG","304 S ST NE",-77.0015818487592,38.9143111299697,59,"CHRISTIAN",399863.01,138493.09,"CHURCHES",1,"",NA,"BAPTIST",NA
"193","FIRST MYSTERY CHURCH OF GOD","","909 WEBSTER ST NW",-77.0258054657218,38.944205077152,467,"CHRISTIAN",397763.12,141811.89,"CHURCHES",1,"",NA,"CHURCH OF GOD – CONGREGATIONALIST","CHURCH OF GOD – CONGREGATIONALIST"
"194","FIRST NATIONAL BAPTIST CHURCH","","5400 D ST SE",-76.9238255145397,38.883214748862,336,"CHRISTIAN",406609.42,135043.9,"CHURCHES",1,"",NA,"BAPTIST",NA
"195","FIRST RISING MT ZION BAPTIST","FIRSTRISING.ORG","602 N ST NW",-77.0204435547518,38.9070183593373,10,"CHRISTIAN",398227.02,137683.73,"CHURCHES",1,"",NA,"BAPTIST",NA
"196","FIRST ROCK BAPTIST CHURCH","FIRSTROCKBAPTISTCHURCH.ORG","4630 ALABAMA AVE SE",-76.9399432716904,38.8799987839991,337,"CHRISTIAN",405211.21,134685.86,"CHURCHES",1,"",NA,"BAPTIST",NA
"197","FIRST SUPERET BRANCH CHURCH","SUPERETLIGHTCHURCH.COM","1420 INGRAHAM ST NW",-77.0348718670243,38.953805458845,480,"CHRISTIAN",396977.56,142877.88,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"198","FIRST TABERNACLE BETH EL","","401 NEW YORK AVE NW",-77.0163866239112,38.9050534668163,11,"CHRISTIAN",398578.86,137465.54,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"199","FIRST TRINITY LUTHERAN CHURCH","FIRSTTRINITYDC.ORG","501 4TH ST NW",-77.0157827579641,38.89630391072,12,"CHRISTIAN",398631.07,136494.26,"CHURCHES",1,"",NA,"LUTHERAN",NA
"200","FIRST UNITED CHR-CHRIST APSTLC","<Null>","7901 16TH ST NW",-77.0358859686415,38.987735047478,419,"CHRISTIAN",396891.14,146644.42,"CHURCHES",1,"",NA,"PENTACOST",NA
"201","FIRST UNITED METHODIST CHURCH","","4323 BOWEN RD SE",-76.936396445854,38.8727775747334,256,"CHRISTIAN",405519.52,133884.46,"CHURCHES",1,"",NA,"METHODIST",NA
"202","Fisherman Of Men","FISHERMANOFMENCHURCH.ORG","3641 GEORGIA AVENUE NW",-77.0239141045304,38.9355307624523,617,"CHRISTIAN",397926.83,140848.92,"CHURCHES",1,"pow_96",228340,"CHURCH OF OUR LORD JESUS CHRIST OF THE APOSTOLIC FAITH","CHURCH OF OUR LORD JESUS CHRIST OF THE APOSTOLIC FAITH"
"203","FLORIDA AVENUE BAPTIST CHURCH","FLORIDAAVENUE.ORG","623 FLORIDA AVE NW",-77.0208374182782,38.9161685127583,13,"CHRISTIAN",398193.09,138699.48,"CHURCHES",1,"",NA,"BAPTIST",NA
"204","FOUNDRY UNITED METHODIST CHURCH","FOUNDRYUMC.ORG","1500 16TH STREET NORTHWEST",-77.0369177688144,38.9101821092232,737,"CHRISTIAN",396798.28125,138035.375,"CHURCHES",1,"",NA,"METHODIST",NA
"205","FOURTH CHURCH CHRIST SCIENTIST","CHRISTIANSCIENCEDC.ORG","5510 16TH ST NW",-77.0368912547995,38.9570893434008,423,"CHRISTIAN",396802.67,143242.49,"CHURCHES",1,"",NA,"CHRISTIAN SCIENCE","CHRISTIAN SCIENCE"
"206","FOURTH STREET FRIENDSHIP SDA CHURCH","FSFSDA.ORG","1611 4TH ST NW",-77.0159656491397,38.9115228694789,26,"CHRISTIAN",398615.5,138183.69,"CHURCHES",1,"",NA,"SEVENTH DAY ADVENTIST",NA
"207","FRANCISCAN MONASTERY","MYFRANCISCAN.ORG","1400 QUINCY ST NE",-76.9852217063867,38.9375175243548,249,"CHRISTIAN",401281.45,141069.3,"CONVENTS & MONASTERIES",1,"",NA,"CATHOLIC",NA
"208","Franklin P Nash United Methodist","","2001 LINCOLN ROAD NE",-77.0069898263917,38.9172129664896,704,"CHRISTIAN",399394.02,138815.24,"CHURCHES",1,"pow_581",286579,"UNITED METHODIST","UNITED METHODIST"
"209","FREEDOM BAPTIST CHURCH","FREEDOMBAPTISTDC.ORG","1519 U ST NW",-77.0356094903689,38.9172276576563,151,"CHRISTIAN",396912.04,138817.45,"CHURCHES",1,"",NA,"BAPTIST",NA
"210","FRENCH SPEAKING PARISH OF ST L0UIS","","4125 GARRISON ST NW",-77.0817413518867,38.9562396298153,259,"CHRISTIAN",392915.23,143150.69,"CHURCHES",1,"",NA,"",""
"211","FRIENDSHIP BAPTIST CHURCH","FRIENDSHIPBAPTISTDC.ORG","900 DELAWARE AVE SW",-77.0125002261752,38.8789266024062,475,"CHRISTIAN",398915.56,134565.2,"CHURCHES",1,"",NA,"BAPTIST",NA
"212","FROM THE HEART CHR MINISTRIES","","24 KENNEDY ST NW",-77.0108435373559,38.956265990906,424,"CHRISTIAN",399060.33,143150.5,"CHURCHES",1,"",NA,"",""
"213","GALATIANS BAPTIST CHURCH","","806 F ST NE",-76.9944984525876,38.8975282738074,95,"CHRISTIAN",400477.44,136630.07,"CHURCHES",1,"",NA,"BAPTIST",NA
"214","GALBRAITH AME ZION CHURCH","GALBRAITHAMEZ.ORG","1114 6TH ST NW",-77.0201645925677,38.9047400156917,25,"CHRISTIAN",398251.16,137430.81,"CHURCHES",1,"",NA,"METHODIST",NA
"215","GALILEE BAPTIST CHURCH","","2252 MINNESOTA AVE SE",-76.9735299401796,38.8724369638375,327,"CHRISTIAN",402297.2,133845.06,"CHURCHES",1,"",NA,"BAPTIST",NA
"216","GARDEN MEMORIAL PRESBYTERIAN","GARDEN.COM","1720 MINNESOTA AVE SE",-76.9799047524039,38.8691880016622,281,"CHRISTIAN",401744.09,133484.26,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"217","GATE OF HEAVEN HOLY CHURCH","","2932 12TH ST NE",-76.9908183996804,38.9273610520804,235,"CHRISTIAN",400796.34,139941.78,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"218","GATEWAY TO HEAVEN PENTACOSTAL","","1910 W VIRGINIA AVE NE",-76.9846677124282,38.9117846471793,78,"CHRISTIAN",401329.96,138212.74,"CHURCHES",1,"",NA,"PENTACOST",NA
"219","Georgetown Baptist Church","GEORGETOWNDC.COM","3101 N STREET NW",-77.0614293075418,38.9070411125695,618,"CHRISTIAN",394672.11,137687.85,"CHURCHES",1,"pow_105",223424,"BAPTIST",NA
"220","GEORGETOWN PRESBYTERIAN CHURCH","GTOWNPRES.ORG","3115 P ST NW",-77.0621068657096,38.9095328239922,202,"CHRISTIAN",394613.53,137964.49,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"221","GETHSEMANE BAPTIST CHURCH","GETHSEMANEBAPTISTCHURCH.ORG","5119 4TH ST NW",-77.0170748307069,38.9528952536486,428,"CHRISTIAN",398520.16,142776.4,"CHURCHES",1,"",NA,"BAPTIST",NA
"222","God's Universal Kingdom Christian Church","","610 MARYLAND AVENUE NE",-76.9980802204196,38.8944893249215,695,"CHRISTIAN",400166.74,136292.71,"CHURCHES",1,"pow_911",4858,"UNITARIAN/UNIVERSALISTS",NA
"223","GOOD SUCCESS CHRISTIAN CHURCH","","4401 SHERIFF RD NE",-76.938977439119,38.902552284658,283,"CHRISTIAN",405293.34,137189.53,"CHURCHES",1,"",NA,"",""
"224","GOODWILL BAPTIST CHURCH","GOODWILLBAPTISTCHURCHDC.ORG","1862 KALORAMA RD NW",-77.0438283326639,38.9193244356696,157,"CHRISTIAN",396199.39,139050.52,"CHURCHES",1,"",NA,"BAPTIST",NA
"225","GOSPEL ARK TEMPLE BIBLEWAY CHR","","4551 BENNING RD SE",-76.9370540286696,38.887893565072,362,"CHRISTIAN",405461.3,135562.41,"CHURCHES",1,"",NA,"BAPTIST",NA
"226","GRACE APOSTOLIC CHURCH","GRACEAPOSTOLICCHURCH.NET","4417 DIX ST NE",-76.9379068387096,38.8944023934132,257,"CHRISTIAN",405386.82,136284.89,"CHURCHES",1,"",NA,"PENTACOST",NA
"227","GRACE COVENANT CHURCH","GRACECOVDC.ORG","1000 VERMONT AVE NW # 1100",-77.0339385182027,38.9028950680679,102,"CHRISTIAN",397056.36,137226.36,"CHURCHES",1,"",NA,"",""
"228","GRACE EPISCOPAL CHURCH","GRACEDC.ORG","1041 WISCONSIN AVE NW",-77.0620252480147,38.9035814997797,198,"CHRISTIAN",394620.16,137303.84,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"229","GRACE EVANGELICAL LUTHERAN CHURCH","GRACEELCADC.ORG","4300 16TH STREET NORTHWEST",-77.0369664218532,38.9431432821983,729,"CHRISTIAN",396795.53125,141694.359375,"CHURCHES",1,"",NA,"LUTHERAN",NA
"230","GRACE FELLOWSHIP BAPTIST MSN","","319 T ST NE",-77.0010777499233,38.9153013320202,92,"CHRISTIAN",399906.73,138603.01,"CHURCHES",1,"",NA,"BAPTIST",NA
"231","GRACE LUTHERAN CHURCH","","4300 16TH ST NW",-77.036751645744,38.9432051107525,466,"CHRISTIAN",396814.15,141701.21,"CHURCHES",1,"",NA,"LUTHERAN",NA
"232","GRACE MEMORIAL BAPTIST CHURCH","","2407 MINNESOTA AVENUE SOUTHEAST",-76.9717652241984,38.8726523468451,745,"CHRISTIAN",402450.34375,133869.015625,"CHURCHES",1,"",NA,"BAPTIST",NA
"233","GRACE PRESBYTERIAN CHR-WA DC","<Null>","777 8TH ST NW",-77.0225973029637,38.899595798565,14,"CHRISTIAN",398040.01,136859.81,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"234","GRACE REFORMED CHURCH","GRACEREFORMEDCHURCHDC.ORG","1405 15TH ST NW",-77.0342891246529,38.909171444258,103,"CHRISTIAN",397026.21,137923.1,"CHURCHES",1,"",NA,"PROTESTANT - UNITED CHURCH",NA
"235","GRACE UNITED BAPTIST CHURCH","","1219 JACKSON ST NE",-76.9900608780706,38.9294410997765,288,"CHRISTIAN",400862,140172.69,"CHURCHES",1,"",NA,"BAPTIST",NA
"236","GREAT MT CALVARY HOLY CHURCH","GMCNATION.ORG","610 RHODE ISLAND AVE NE",-76.994288059943,38.922141942848,356,"CHRISTIAN",400495.52,139362.39,"CHURCHES",1,"",NA,"",""
"237","GREATER DELIVERANCE CHR OF GOD","GREATERDELIVERANCECOGIC.ORG","441 CHAPLIN ST SE",-76.9421341029441,38.8836317129024,383,"CHRISTIAN",405020.86,135089.02,"CHURCHES",1,"",NA,"CHARISMATIC","CHARISMATIC"
"238","GREATER FELLOWSHIP FULL GOSPEL","GREATERFELLOWSHIPDC.ORG","814 ALABAMA AVE SE",-76.9938628005801,38.8440202925592,338,"CHRISTIAN",400532.98,130690.29,"CHURCHES",1,"",NA,"BAPTIST",NA
"239","GREATER FIRST BAPTIST CHURCH","","2701 13TH ST NW",-77.0292698430514,38.9250221602655,168,"CHRISTIAN",397462.11,139682.51,"CHURCHES",1,"",NA,"BAPTIST",NA
"240","GREATER GOOD SAMARITAN BAPTIST CHURCH","","5100 E ST SE",-76.9287329762629,38.8824977156065,282,"CHRISTIAN",406183.69,134963.96,"CHURCHES",1,"",NA,"BAPTIST",NA
"241","Greater Harvest Baptist","","3231 SHERMAN AVENUE NW",-77.0262337528203,38.930671905338,631,"CHRISTIAN",397725.56,140309.6,"CHURCHES",1,"pow_707",242951,"BAPTIST",NA
