X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-81.5291921333,37.5772691877,7862,7.43267416947113e-319,EXPIRED,General Business Licenses,70109734,PHOENIX SERVICE GROUP LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2024869850,2015/01/13 06:52:26+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0330737635,38.9029174766,7870,7.4330694219878e-319,EXPIRED,General Business Licenses,70109786,ANALYTICA LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,,2015/01/13 06:52:26+00,WASHINGTON,DC,1425 K STREET NW,38.9029100233851,-77.0330714696601,397131.37,137228.82,20005,240264,83562,4.12851134977862e-319,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
-77.0142228166,38.9701676149,7871,7.43311882855239e-319,EXPIRED,General Business Licenses,70109789,VIATECH LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2027443040,2015/09/02 06:47:08+00,WASHINGTON,DC,231 VAN BUREN STREET NW,38.970160147361,-77.0142205244173,398767.67,144693.75,20012,302048,225910,1.11614370051996e-318,4,4B,4B07,FOURTH,401,19,NONE,NONE,NONE,NONE
-77.0420932929,38.9218009223,7875,7.43331645481072e-319,EXPIRED,General Business Licenses,70109795,KWAI LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,9255673744,2015/09/02 06:47:08+00,WASHINGTON,DC,2451 18TH STREET NW,38.9217934655621,-77.0420909951682,396349.98,139325.36,20009,284392,123210,6.08738282241e-319,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
-77.0077459032,38.9288020356,7879,7.43351408106906e-319,EXPIRED,General Business Licenses,70109841,HAHAAS COMEDY LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2023690465,2015/09/02 06:47:08+00,WASHINGTON,DC,3141 HAWTHORNE DRIVE NE,38.9287945761405,-77.0077436155644,399328.56,140101.73,20017,289257,128177,6.33278522869935e-319,5,5C,5C11,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.0102151003,38.8677252366,7882,7.43366230076281e-319,EXPIRED,General Business Licenses,70109857,THE CRUCIBLE,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2022468910,2015/01/13 06:52:26+00,WASHINGTON,DC,1816 HALF STREET SW,38.8677177896178,-77.0102128155773,399113.7,133321.74,20024,55569,27333,1.35042962977788e-319,6,6D,6D06,FIRST,105,9,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
-76.9947151767,38.8990639395,7884,7.43376111389198e-319,EXPIRED,General Business Licenses,70109865,BLUE SEARCHLIGHT LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025447948,2015/09/02 06:47:08+00,WASHINGTON,DC,800 G STREET NE,38.8990564855425,-76.9947128948463,400458.63,136800.54,20002,79562,51722,2.5554063334201e-319,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
-77.0378981718,38.9029302444,8321,7.45535178261524e-319,EXPIRED,General Business Licenses,71101736,FIRSTCLASS HEALTH SERVICES LLC,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2024946248,2015/01/13 06:52:29+00,WASHINGTON,DC,1629 K STREET NW,38.9029227912975,-77.0378958764715,396712.9,137230.4,20006,242031,84978,4.19847104522974e-319,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-81.5291921333,37.5772691877,8323,7.45545059574441e-319,EXPIRED,General Business Licenses,71101760,PREUDHOMME DUNSTON & ASSOCIATES,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2023718090,2015/09/02 06:47:09+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0285007028,38.8980520055,8324,7.45550000230899e-319,EXPIRED,General Business Licenses,71101763,INTUITIVE CREDIT AND DEBT SOLUTIONS LLC,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,8005506724,2015/09/02 06:47:09+00,WASHINGTON,DC,1200 G STREET NW,38.8980445530133,-77.0284984106156,397527.87,136688.58,20005,278917,121031,5.97972591818119e-319,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.0237303223,38.9561815696,8329,7.45574703513192e-319,EXPIRED,General Business Licenses,71101776,CONSYS INC,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2027220689,2015/09/02 06:47:09+00,WASHINGTON,DC,732 KENNEDY STREET NW,38.9561741052279,-77.0237280280624,397943.36,143141.34,20011,285395,123614,6.10734307450199e-319,4,4D,4D01,FOURTH,403,18,NONE,NONE,NONE,NONE
-77.0831553418,38.9367400174,8342,7.45638932047151e-319,EXPIRED,General Business Licenses,71101875,NOAH INNOVATION LLC,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2029999999,2015/09/02 06:47:09+00,WASHINGTON,DC,4301 MASSACHUSETTS AVENUE NW,38.9367325592167,-77.0831530304962,392790.7,140986.17,20016,223336,66682,3.2945285395986e-319,3,3E,3E05,SECOND,204,14,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,8344,7.45648813360068e-319,EXPIRED,General Business Licenses,71101883,JINX PROOF LLC,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2027751550,2015/01/13 06:52:29+00,WASHINGTON,DC,328512 M STREET NW,0,0,0,0,,0,472281,2.00840155362696e-318,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
-77.0227395996,38.9243090735,8789,7.49808846098051e-319,EXPIRED,Cigarette Retail,71101443,LABAMBA SUB SHOP,2011/02/01 00:00:00+00,2013/01/31 00:00:00+00,2013/04/04 00:00:00+00,2029999999,2015/09/02 06:47:09+00,WASHINGTON,DC,2600 GEORGIA AVENUE NW,38.9243016155812,-77.0227373075924,398028.35,139603.19,20001,218144,61563,3.04161633549247e-319,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,NONE
-77.0268115663,38.9055295225,8791,7.49818727410968e-319,CANCELLED,Cigarette Retail,71101611,11TH & M CORNER MARKET,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/02/06 00:00:00+00,2025488000,2015/01/13 06:52:29+00,WASHINGTON,DC,1133 11TH STREET NW,38.9055220684836,-77.0268092742093,397674.64,137518.6,20001,301971,167956,8.29812896129124e-319,2,2F,2F06,THIRD,307,8,NONE,NONE,NONE,NONE
-76.9924918175,38.9040230088,8792,7.49823668067426e-319,EXPIRED,Cigarette Retail,71101623,BEREKET MARKET,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2022761706,2013/04/08 06:46:18+00,WASHINGTON,DC,1006 FLORIDA AVENUE NE,38.904015553828,-76.9924895359899,400651.45,137351.05,20002,76374,49515,2.44636604538293e-319,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
-77.0093878201,38.9094186037,8793,7.49828608723885e-319,EXPIRED,Cigarette Retail,71101631,TIFFANY MIMI MARKET,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,,2013/04/08 06:46:18+00,WASHINGTON,DC,1426 NORTH CAPITOL STREET NW,38.9094108149105,-77.0093855330186,399185.97,137950.02,20002,242912,85884,4.24323339274296e-319,5,5C,5C02,FIFTH,501,21,NONE,NONE,NORTH CAPITOL ST,NONE
-77.0087639381,38.832419487,8795,7.49838490036801e-319,EXPIRED,Cigarette Retail,71101754,H & F INC,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2027044647,2015/09/02 06:47:09+00,WASHINGTON,DC,3900 MARTIN LUTHER KING JR AVENUE SW,38.8324120470865,-77.0087616560114,399239.26,129402.54,20032,300857,195671,9.66743189874026e-319,8,8D,8D07,SEVENTH,708,39,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,8800,7.49863193319094e-319,EXPIRED,Cigarette Retail,71102319,ABRAHATQIYONE G  HADGU,2011/03/01 00:00:00+00,2013/02/28 00:00:00+00,2013/04/04 00:00:00+00,2025752450,2013/04/08 06:46:19+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,8806,7.49892837257844e-319,CANCELLED,Delicatessen,39808768,EDDIE LEONARD CORPORATION,2013/09/01 00:00:00+00,2015/08/31 00:00:00+00,2013/09/13 00:00:00+00,2028824277,2015/01/13 06:50:48+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-76.9874440747,38.9017912959,8808,7.49902718570761e-319,CANCELLED,Delicatessen,930511001404,KIDUS INC,2011/06/01 00:00:00+00,2013/05/31 00:00:00+00,2013/02/08 00:00:00+00,2025752450,2013/02/11 06:46:34+00,WASHINGTON,DC,1322 FLORIDA AVENUE NE,38.9017838411207,-76.9874417948997,401089.32,137103.36,20002,67621,41664,2.05847510683297e-319,5,5B,5B08,FIFTH,506,23,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,7888,7.43395874015032e-319,EXPIRED,General Business Licenses,70109885,"REGIONAL ADJUSTMENT BUREAU, INC. OF TENNESSEE",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025723100,2015/09/02 06:47:08+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,7889,7.4340081467149e-319,EXPIRED,General Business Licenses,70109892,STONCOR GROUP INC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,8008772556,2015/09/02 06:47:08+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-76.9897584671,38.9263461772,7891,7.43410695984407e-319,EXPIRED,General Business Licenses,70109897,STREAMLINER LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2026436873,2015/01/13 06:52:27+00,WASHINGTON,DC,1223 GIRARD STREET NE,38.9263387176169,-76.9897561851006,400888.26,139829.13,20017,71042,44984,2.22250490125226e-319,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
-77.0677646021,38.9586570162,7892,7.43415636640865e-319,EXPIRED,General Business Licenses,70109899,CHIC PRODUCTIONS LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025362793,2015/01/13 06:52:27+00,WASHINGTON,DC,5265 NEBRASKA AVENUE NW,38.9586495530013,-77.0677622941762,394126.87,143418.05,20015,262768,105934,5.23383501265466e-319,3,3F,3F03,SECOND,203,10,NONE,NONE,NONE,NONE
-77.0329860147,38.929308228,7893,7.43420577297324e-319,CANCELLED,General Business Licenses,70109914,BEST BUY STORES LP,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/12/17 00:00:00+00,2025726150,2015/01/13 06:52:27+00,WASHINGTON,DC,3100 14TH STREET NW,38.9293007693855,-77.0329837192336,397140.04,140158.41,20010,306304,138990,6.86701841154749e-319,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
-77.0805524963,38.9485365778,7894,7.43425517953782e-319,EXPIRED,General Business Licenses,70109916,BEST BUY STORES LP,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025723133,2015/01/13 06:52:27+00,WASHINGTON,DC,4500 WISCONSIN AVENUE NW,38.9485291170752,-77.0805501850842,393017.52,142295.49,20016,264422,106994,5.28620597111383e-319,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
-77.0219970639,38.9367027586,7897,7.43440339923157e-319,EXPIRED,General Business Licenses,70109925,"CLEANHOUSE, INC.",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,4088026000,2015/01/13 06:52:27+00,WASHINGTON,DC,712 ROCK CREEK CHURCH ROAD NW,38.936695298063,-77.0219947713622,398093.07,140978.98,20010,228433,71196,3.51754977213134e-319,1,1A,1A08,FOURTH,409,2,NONE,NONE,NONE,NONE
-76.9773290448,38.8504429833,7898,7.43445280579616e-319,EXPIRED,General Business Licenses,70109926,DYNAMIC SOLUTIONS FOR THE AGING LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,8663256392,2015/01/13 06:52:27+00,WASHINGTON,DC,1885 TUBMAN ROAD SE,38.8504355385829,-76.9773267712541,401968.13,131403.48,20020,299070,134799,6.65995549937542e-319,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
-77.0279307926,38.927859117,7900,7.43455161892533e-319,EXPIRED,General Business Licenses,70109956,BACKPACK TRAVEL STORE LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2024604445,2015/01/13 06:52:27+00,WASHINGTON,DC,1111 COLUMBIA ROAD NW,38.9278516584784,-77.0279284988031,397578.32,139997.4,20009,231471,74477,3.67965271053185e-319,1,1A,1A11,THIRD,302,2,NONE,NONE,COLUMBIA RD NW,NONE
-77.0324633164,38.9330513268,7905,7.43479865174825e-319,EXPIRED,General Business Licenses,70109977,BLACK-EYED SUSIE LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2024602008,2015/09/02 06:47:08+00,WASHINGTON,DC,3443 14TH STREET NW,38.9330438674587,-77.0324610208888,397185.51,140573.91,20010,230834,73878,3.65005817834596e-319,1,1A,1A05,FOURTH,409,2,NONE,NONE,NONE,NONE
-76.9783877221,38.8722279779,7911,7.43509509113575e-319,EXPIRED,General Business Licenses,70110005,EGEM CCM INC.,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2022577878,2015/09/02 06:47:08+00,WASHINGTON,DC,1419 18TH PLACE SE,38.8722205288164,-76.9783854468399,401875.66,133821.75,20020,64307,39474,1.95027473039374e-319,8,8A,8A02,SIXTH,607,34,NONE,NONE,NONE,NONE
-77.0322709623,38.9117030935,8353,7.47150772923425e-319,EXPIRED,Beauty Booth,39606442,JENNETTE P LOPEZ,2011/09/01 00:00:00+00,2013/08/31 00:00:00+00,2013/10/08 00:00:00+00,2025843150,2013/10/10 06:47:11+00,WASHINGTON,DC,1614 14TH STREET NW,38.9116956384506,-77.0322686681569,397201.35,138204.07,20009,240189,83147,4.10800762547621e-319,2,2F,2F01,THIRD,301,7,NONE,NONE,NONE,NONE
-77.0243510134,38.9382417199,8356,7.471655948928e-319,EXPIRED,Beauty Booth,41004506,JULIA AUSTIN,2011/09/01 00:00:00+00,2013/08/31 00:00:00+00,2013/10/08 00:00:00+00,00,2013/10/10 06:47:13+00,WASHINGTON,DC,3817 GEORGIA AVENUE NW,38.9382342591798,-77.0243487201035,397889.03,141149.87,20011,252560,95742,4.73028330641326e-319,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,NONE
-77.0237089626,38.910353533,8360,7.47185357518634e-319,EXPIRED,Beauty Booth,65005088,DOROTHY D BAYLOR,2011/09/01 00:00:00+00,2013/08/31 00:00:00+00,2013/10/08 00:00:00+00,2022325232,2013/10/10 06:47:16+00,WASHINGTON,DC,1527 9TH STREET NW,38.9103460778639,-77.0237066711612,397943.89,138054.03,20001,225728,68761,3.397244787369e-319,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
-76.9995857494,38.8436797536,8367,7.47219942113843e-319,EXPIRED,General Business Licenses,400311005293,DOLLAR PLUS GROUP IV INC,2011/07/01 00:00:00+00,2013/06/30 00:00:00+00,2013/10/08 00:00:00+00,2024127389,2013/10/10 06:47:12+00,WASHINGTON,DC,3109 MARTIN LUTHER KING JR AVENUE SE,38.8436723110531,-76.9995834694487,400036.16,130652.47,20032,40480,26147,1.29183344418111e-319,8,8C,8C03,SEVENTH,707,39,NONE,NONE,NONE,NONE
-77.0270544775,38.9681232715,8373,7.47254526709052e-319,EXPIRED,General Business Licenses,400312000037,"AMG AUTO GROUP, LLC",2011/10/01 00:00:00+00,2013/09/30 00:00:00+00,2013/12/08 00:00:00+00,2025450243,2015/09/02 06:46:56+00,WASHINGTON,DC,6419 GEORGIA AVENUE NW,38.968115804877,-77.0270521815052,397655.63,144467.06,20012,254024,97234,4.80399790077278e-319,4,4B,4B03,FOURTH,402,17,NONE,NONE,NONE,NONE
-76.9706837316,38.9200285656,8375,7.47264408021969e-319,EXPIRED,General Business Licenses,400312000173,ELBO INC,2011/11/01 00:00:00+00,2013/10/31 00:00:00+00,2013/12/08 00:00:00+00,2026679473,2013/12/17 06:47:34+00,WASHINGTON,DC,2210 BLADENSBURG ROAD NE,38.9200211065425,-76.9706814557972,402542.49,139128.18,20018,50359,321,1.5859507231504e-321,5,5B,5B09,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.9923367214,38.8968175722,7471,7.41330679615415e-319,CANCELLED,General Business Licenses,70102324,OCCAM EDUCATION,2012/03/01 00:00:00+00,2014/02/28 00:00:00+00,2013/12/17 00:00:00+00,2607102333,2015/01/13 06:52:19+00,WASHINGTON,DC,1004 MARYLAND AVENUE NE,38.8968101186663,-76.9923344403815,400664.97,136551.19,20002,76299,49790,2.45995285064357e-319,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
-77.0248487095,38.9186820441,7916,7.43534212395867e-319,EXPIRED,General Business Licenses,70110047,"RLA, CAREER GROWTH SERVICES, LLC",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,8009817183,2015/01/13 06:52:27+00,WASHINGTON,DC,2120 VERMONT AVENUE NW,38.9186745873445,-77.0248464172123,397845.29,138978.59,20001,302641,221182,1.09278427678459e-318,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,7918,7.43544093708784e-319,EXPIRED,General Business Licenses,70110134,"T. WHITE PARKER ASSOCIATES, INCORPORATED",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025723100,2015/01/13 06:52:27+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0405671604,38.9237846445,7919,7.43549034365242e-319,EXPIRED,General Business Licenses,70110135,SANTA ROSA DELIMA INC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2029867370,2015/01/13 06:52:27+00,WASHINGTON,DC,1748 COLUMBIA ROAD NW,38.9237771873449,-77.0405648629621,396482.42,139545.51,20009,235693,78453,3.87609321131833e-319,1,1C,1C06,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
-77.0662412303,38.9044762375,7922,7.43563856334618e-319,EXPIRED,General Business Licenses,70110151,"EXPEDITED TRAVEL, LLC",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025723100,2015/09/02 06:47:08+00,WASHINGTON,DC,1028 33RD STREET NW,38.9044687851242,-77.0662389261966,394254.54,137403.42,20007,273705,116501,5.75591418061511e-319,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-76.9774658421,38.903562642,7924,7.43573737647534e-319,EXPIRED,General Business Licenses,70110183,PAWS ON THE HILL LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2027585290,2015/09/02 06:47:08+00,WASHINGTON,DC,1819 L STREET NE,38.903555186547,-76.9774635652376,401954.8,137300.16,20002,55445,33057,1.63323280545741e-319,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,7929,7.43598440929827e-319,EXPIRED,General Business Licenses,70110207,FIRE PROTECTION CONCEPTS INC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,5097682249,2015/01/13 06:52:27+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-77.0422667571,38.9232085004,7930,7.43603381586285e-319,EXPIRED,General Business Licenses,70110215,"DIGITAL WIRELESS SOLUTIONS, INC.",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2029999999,2015/01/13 06:52:27+00,WASHINGTON,DC,1785 COLUMBIA ROAD NW,38.9232010434186,-77.0422644591958,396335.01,139481.62,20009,218486,61611,3.0439878505925e-319,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
-76.9806338193,38.8462811384,7931,7.43608322242743e-319,EXPIRED,General Business Licenses,70110224,"D.H. KIM ENTERPRISES, INC.",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2029999999,2015/01/13 06:52:27+00,WASHINGTON,DC,3303 STANTON ROAD SE,38.8462733613297,-76.980631545087,401681.36,130941.42,20032,309116,191578,9.46521082989743e-319,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
-81.5291921333,37.5772691877,7932,7.43613262899202e-319,EXPIRED,General Business Licenses,70110225,INDUSTRIAL INTEGRATION SERVICES INC.,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2024601715,2015/09/02 06:47:08+00,,,,0,0,0,0,,-100,-100,1.72078617855694e-318,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
-76.995218104,38.8945183399,7934,7.43623144212119e-319,EXPIRED,General Business Licenses,70110231,"WILD LIFE VENTURES, LLC",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2025437639,2015/09/02 06:47:08+00,WASHINGTON,DC,338 8TH STREET NE,38.8945108869242,-76.9952158222608,400415.03,136295.94,20002,35357,18986,9.38033035194191e-320,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,NONE
-77.0680572904,38.9071599532,7936,7.43633025525035e-319,EXPIRED,General Business Licenses,70110241,"N2N, LLC",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2023527188,2015/09/02 06:47:08+00,WASHINGTON,DC,1310 34TH STREET NW,38.9071525003835,-77.068054985521,394097.24,137701.45,20007,272276,115129,5.68812837400569e-319,2,2E,2E03,SECOND,206,4,NONE,NONE,NONE,NONE
-77.0300022562,38.9074822975,7937,7.43637966181494e-319,EXPIRED,General Business Licenses,70110244,"ILLOGIC, INC.",2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,2403838412,2015/01/13 06:52:27+00,WASHINGTON,DC,1300 13TH STREET NW,38.9074748431944,-77.0299999629972,397397.96,137735.46,20005,279017,121107,5.98348081708958e-319,2,2F,2F04,THIRD,307,7,NONE,NONE,NONE,NONE
-77.0431013342,38.9176921263,7941,7.43657728807327e-319,EXPIRED,General Business Licenses,70110279,CHIC PREVIEW,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,,2013/01/07 06:49:28+00,WASHINGTON,DC,1844 CALIFORNIA STREET NW,38.917684670402,-77.043099036319,396262.35,138869.29,20009,304692,181567,8.97060171184576e-319,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,NONE
-76.9951684889,38.8901136941,7942,7.43662669463786e-319,EXPIRED,General Business Licenses,70110286,ATLANTIC GEOPHYSICAL SURVEY LLC,2010/12/01 00:00:00+00,2012/11/30 00:00:00+00,2013/01/05 00:00:00+00,3125026159,2015/01/13 06:52:27+00,WASHINGTON,DC,2 8TH STREET NE,38.8901062419779,-76.9951662074716,400419.36,135806.99,20003,304260,211737,1.04611977653488e-318,6,6C,6C07,FIRST,107,26,NONE,NONE,NONE,NONE
-77.0329243239,38.8993599377,8379,7.47284170647802e-319,CANCELLED,General Business Licenses,400312000351,NEW YORK LOBBY SHOP LLC,2011/12/01 00:00:00+00,2013/11/30 00:00:00+00,2013/09/09 00:00:00+00,3014088296,2015/01/13 06:50:57+00,WASHINGTON,DC,1445 NEW YORK AVENUE NW,38.8993524851586,-77.0329220302633,397144.19,136833.9,20005,218285,61399,3.03351365890067e-319,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
-76.9964151837,38.8469407562,8386,7.47318755243011e-319,CANCELLED,General Business Licenses,400312001138,SOLO ONE,2012/04/01 00:00:00+00,2014/03/31 00:00:00+00,2013/01/15 00:00:00+00,2023400175,2013/01/16 06:45:25+00,WASHINGTON,DC,2743 MARTIN LUTHER KING JR AVENUE SE,38.8469333129066,-76.9964129045019,400311.39,131014.47,20032,44998,32114,1.58664241505458e-319,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
-77.0106860405,38.8953974357,8852,7.48119141589274e-319,CANCELLED,Cigarette Retail,65000007,"SIMPLY BEAUTIFUL , INC.",2011/01/01 00:00:00+00,2012/12/31 00:00:00+00,2013/01/02 00:00:00+00,2026289155,2015/01/13 06:51:38+00,WASHINGTON,DC,415 NEW JERSEY AVENUE NW,38.8953899831652,-77.0106837539886,399073.19,136393.57,20001,237162,80463,3.97540040613242e-319,6,6C,6C08,FIRST,103,8,NONE,NONE,NONE,DOWNTOWN BID
-77.0441905373,38.8947706004,8857,7.48143844871566e-319,EXPIRED,Cigarette Retail,65000730,REHABILITION SERVICES ADMINISTATION,2011/02/01 00:00:00+00,2013/01/31 00:00:00+00,2013/04/04 00:00:00+00,,2015/09/02 06:47:02+00,WASHINGTON,DC,1900 E STREET NW,38.8947631492209,-77.0441882404926,396166.66,136324.86,20415,279775,121872,6.02127683899644e-319,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,NONE
-77.0473801861,38.8948168243,8858,7.48148785528024e-319,EXPIRED,Cigarette Retail,65000732,REHABILITION SERVICES ADMINISTATION,2011/02/01 00:00:00+00,2013/01/31 00:00:00+00,2013/04/04 00:00:00+00,,2015/09/02 06:47:02+00,WASHINGTON,DC,320 21ST STREET NW,38.8948093732104,-77.0473778883927,395889.96,136330.13,20451,302265,155390,7.67728607072713e-319,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,NONE
-77.0074698962,38.9098445665,8859,7.48153726184483e-319,EXPIRED,Cigarette Retail,65000878,FLORIDA AVE BP,2011/02/01 00:00:00+00,2013/01/31 00:00:00+00,2013/04/04 00:00:00+00,2023963690,2015/09/02 06:47:02+00,WASHINGTON,DC,45 FLORIDA AVENUE NE,38.9098371109012,-77.0074676097363,399352.32,137997.29,20002,288234,126829,6.26618517963995e-319,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,NOMA BID
